Move, Size
2,  4
3,  2
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  4
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
2,  10
3,  2
1,  18
2,  10
3,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  4
1,  36
2,  4
3,  2
1,  36
2,  4
3,  2
1,  36
2,  4
1,  36
2,  4
3,  2
1,  36
2,  4
1,  36
2,  2
3,  3
1,  36
2,  2
3,  1
1,  36
2,  2
3,  1
1,  36
2,  4
1,  36
2,  2
3,  3
1,  132
2,  4
3,  2
1,  132
2,  4
3,  2
1,  132
2,  9
3,  2
1,  132
2,  2
1,  132
2,  4
3,  2
1,  132
2,  4
3,  2
1,  132
2,  8
3,  1
1,  132
2,  8
3,  2
1,  132
2,  9
3,  2
1,  132
2,  2
3,  3
1,  132
2,  8
3,  2
1,  132
1,  132
1,  132
2,  2
3,  2
1,  132
2,  5
1,  132
2,  5
3,  2
1,  132
2,  4
3,  2
1,  132
2,  5
3,  2
1,  132
2,  4
3,  2
1,  132
2,  8
3,  1
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  8
1,  18
2,  8
3,  3
1,  18
2,  8
3,  3
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  10
3,  2
1,  18
2,  4
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  4
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
1,  18
2,  4
3,  2
1,  18
2,  4
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
3,  2
1,  36
2,  2
3,  2
1,  36
2,  2
1,  36
2,  6
3,  3
1,  36
2,  2
3,  1
1,  36
2,  4
3,  2
1,  36
2,  6
3,  3
1,  36
2,  2
3,  1
1,  36
2,  2
3,  1
1,  36
2,  6
1,  36
2,  4
3,  2
1,  132
2,  2
3,  3
1,  132
2,  3
3,  2
1,  132
2,  4
3,  5
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  1
1,  132
2,  4
3,  3
1,  132
2,  2
1,  132
2,  8
1,  132
2,  9
3,  2
1,  132
2,  4
3,  1
1,  132
2,  8
3,  2
1,  132
2,  1
1,  132
2,  2
1,  132
2,  3
3,  3
4,  2
1,  132
2,  4
3,  2
1,  132
2,  4
3,  2
1,  132
2,  3
3,  3
4,  2
1,  132
2,  1
1,  132
2,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
3,  3
1,  18
2,  8
1,  18
2,  4
1,  18
2,  4
3,  2
1,  18
2,  8
3,  3
1,  18
2,  4
1,  18
2,  4
3,  2
1,  18
2,  8
3,  3
1,  18
2,  4
3,  2
1,  18
2,  4
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
1,  18
2,  10
3,  2
1,  18
2,  4
1,  18
2,  8
3,  2
1,  72
2,  1
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
1,  72
2,  3
3,  2
1,  72
2,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  2
1,  72
2,  1
1,  72
2,  1
1,  60
2,  16
3,  3
1,  60
2,  16
3,  3
1,  60
2,  24
3,  1
1,  60
2,  4
3,  2
1,  60
2,  24
3,  2
1,  60
2,  16
3,  3
1,  60
2,  24
1,  60
2,  4
3,  4
1,  60
2,  4
3,  2
1,  60
2,  24
3,  1
1,  60
2,  16
3,  3
1,  60
2,  24
3,  3
4,  2
1,  60
2,  16
3,  3
1,  60
2,  16
3,  3
1,  60
2,  4
3,  2
1,  60
2,  24
3,  2
1,  60
2,  4
3,  4
1,  60
2,  24
3,  3
1,  60
2,  24
1,  60
2,  24
3,  2
1,  132
2,  8
3,  1
1,  132
2,  4
3,  2
1,  132
2,  4
3,  1
1,  132
2,  5
3,  3
1,  132
2,  9
3,  2
1,  132
2,  8
3,  3
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  8
3,  2
1,  132
2,  8
3,  3
4,  2
1,  132
2,  3
3,  2
1,  132
2,  4
3,  2
1,  132
2,  4
3,  3
1,  132
2,  2
3,  3
1,  132
2,  4
3,  1
1,  132
2,  4
3,  3
1,  132
2,  9
3,  4
1,  132
2,  4
3,  2
1,  132
2,  8
3,  1
1,  132
2,  4
3,  3
1,  132
2,  8
3,  2
1,  132
2,  8
3,  5
4,  2
1,  132
2,  2
3,  4
1,  132
2,  8
3,  5
1,  132
2,  8
3,  5
4,  2
1,  132
2,  8
3,  2
1,  132
2,  8
3,  2
1,  132
2,  8
3,  2
1,  132
2,  2
3,  4
1,  132
2,  2
3,  4
1,  72
2,  2
3,  3
4,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  4
4,  2
1,  72
2,  1
3,  2
1,  72
2,  1
3,  2
1,  72
2,  10
3,  4
1,  72
2,  1
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  10
3,  2
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  4
3,  2
1,  132
2,  5
3,  2
1,  132
2,  8
3,  2
1,  132
2,  4
3,  1
1,  132
2,  8
3,  2
1,  132
2,  3
3,  3
1,  132
2,  8
3,  2
1,  132
2,  4
3,  2
1,  60
2,  4
1,  60
2,  4
3,  2
1,  60
2,  12
3,  3
1,  60
2,  4
3,  2
1,  60
2,  4
1,  60
2,  4
1,  60
2,  4
3,  2
1,  60
2,  12
3,  3
1,  60
2,  4
1,  60
2,  4
3,  2
1,  132
2,  9
3,  2
1,  132
2,  2
3,  2
4,  2
1,  132
2,  4
3,  2
1,  132
2,  9
3,  2
1,  132
2,  8
1,  132
2,  9
3,  2
1,  132
2,  9
3,  2
1,  132
2,  9
3,  2
1,  132
2,  9
3,  2
1,  132
2,  4
3,  2
1,  132
2,  2
1,  132
2,  4
3,  3
4,  2
1,  132
2,  2
3,  2
1,  132
2,  2
3,  2
1,  132
2,  2
3,  2
1,  132
2,  9
3,  4
1,  132
2,  2
1,  132
2,  8
3,  2
1,  132
2,  4
1,  132
2,  2
3,  3
1,  132
2,  2
3,  4
1,  132
2,  9
3,  2
1,  132
2,  2
1,  132
2,  2
3,  4
1,  132
2,  9
3,  3
1,  132
2,  9
3,  3
1,  132
2,  9
1,  132
2,  9
3,  3
1,  132
2,  2
3,  4
1,  132
2,  9
1,  24
2,  8
3,  2
1,  24
2,  8
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  2
1,  24
2,  4
3,  2
1,  24
2,  2
1,  24
2,  8
3,  2
1,  24
2,  8
1,  72
2,  2
3,  4
1,  72
2,  1
3,  3
1,  72
2,  2
3,  1
1,  72
2,  2
3,  1
1,  72
2,  2
3,  4
1,  72
2,  2
3,  2
1,  72
2,  2
3,  4
1,  72
2,  2
3,  1
1,  72
2,  2
3,  2
1,  72
2,  10
3,  3
1,  36
2,  8
3,  3
1,  36
2,  8
3,  3
1,  36
2,  8
3,  2
1,  36
2,  8
3,  3
1,  36
2,  2
3,  2
1,  36
2,  8
1,  36
2,  8
3,  2
1,  36
2,  8
3,  4
1,  36
2,  8
3,  2
1,  36
2,  8
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  3
1,  36
2,  2
1,  36
2,  8
3,  2
4,  2
1,  36
2,  8
3,  4
1,  36
2,  8
3,  3
4,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  1
1,  36
2,  8
3,  3
4,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  4
1,  36
2,  8
3,  2
1,  36
2,  2
3,  2
1,  36
2,  8
3,  3
1,  36
2,  8
3,  2
1,  36
2,  2
3,  4
1,  36
2,  2
3,  4
4,  2
1,  36
2,  2
3,  4
4,  2
1,  36
2,  2
3,  3
1,  36
2,  2
3,  3
1,  36
2,  2
1,  36
2,  2
1,  36
2,  2
3,  4
1,  36
2,  2
3,  4
1,  36
2,  2
3,  3
1,  36
2,  4
3,  2
1,  36
2,  2
3,  1
1,  36
2,  2
3,  2
1,  36
2,  4
3,  2
1,  36
2,  2
3,  2
1,  36
2,  4
3,  2
1,  36
2,  2
1,  36
2,  2
3,  2
1,  36
2,  2
3,  2
1,  36
2,  4
1,  132
2,  5
3,  2
1,  132
2,  4
3,  4
1,  132
2,  8
3,  2
1,  132
2,  4
3,  2
1,  132
2,  1
1,  132
2,  4
3,  2
1,  132
2,  4
3,  2
1,  132
2,  8
3,  2
1,  132
2,  4
3,  2
1,  132
2,  2
3,  3
1,  132
2,  2
3,  3
1,  132
2,  1
1,  132
2,  3
3,  2
1,  132
2,  4
3,  5
1,  132
2,  9
3,  2
1,  132
2,  8
3,  2
1,  132
2,  8
3,  2
1,  132
1,  132
2,  4
3,  1
1,  132
2,  3
3,  2
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  4
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  10
3,  2
1,  18
2,  8
1,  18
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  8
1,  18
2,  8
3,  3
1,  18
2,  4
1,  18
2,  8
1,  18
2,  8
3,  3
1,  18
2,  8
3,  3
1,  18
2,  10
1,  18
2,  8
3,  3
1,  18
2,  4
3,  2
1,  18
2,  4
1,  36
2,  2
3,  1
1,  36
2,  2
1,  36
2,  4
1,  36
2,  2
3,  3
1,  36
2,  2
3,  3
1,  36
2,  4
3,  2
1,  36
2,  2
3,  3
4,  2
1,  36
2,  2
1,  36
2,  2
3,  3
1,  36
2,  4
3,  2
1,  132
2,  8
3,  1
1,  132
2,  4
3,  2
1,  132
2,  8
3,  5
1,  132
2,  9
3,  4
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  1
1,  132
2,  9
3,  3
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  8
3,  5
4,  2
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  3
1,  132
2,  8
3,  2
1,  132
2,  4
3,  2
1,  132
2,  4
3,  4
4,  2
1,  132
2,  2
3,  2
1,  132
2,  8
3,  2
1,  132
2,  9
3,  3
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  4
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
1,  18
2,  10
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
3,  3
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  8
3,  3
1,  18
2,  8
3,  3
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  10
3,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  10
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  4
1,  18
2,  4
3,  2
1,  18
2,  10
3,  2
1,  18
2,  10
1,  18
2,  8
3,  2
1,  36
2,  2
3,  2
1,  36
2,  4
1,  36
2,  2
3,  2
1,  36
2,  2
3,  2
1,  36
2,  2
1,  36
2,  2
3,  2
1,  36
2,  2
1,  36
2,  2
1,  36
2,  2
1,  36
2,  2
1,  132
2,  2
3,  4
1,  132
2,  8
3,  2
1,  132
2,  4
1,  132
2,  9
3,  3
1,  132
2,  3
3,  2
1,  132
2,  2
3,  2
1,  132
2,  2
3,  2
1,  132
2,  2
3,  4
1,  132
2,  9
1,  132
2,  5
1,  132
2,  2
1,  132
2,  9
3,  2
1,  132
2,  9
3,  2
1,  132
2,  8
3,  2
1,  132
2,  9
1,  132
2,  2
3,  4
1,  132
2,  2
3,  2
1,  132
2,  2
3,  4
1,  132
2,  3
3,  2
1,  132
2,  2
3,  4
1,  18
2,  4
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
3,  3
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  10
1,  18
2,  8
3,  2
1,  18
2,  4
1,  18
2,  4
1,  18
2,  8
1,  18
2,  8
1,  18
2,  4
1,  18
2,  8
1,  18
2,  10
1,  18
2,  8
3,  2
1,  18
2,  8
3,  3
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  4
1,  18
2,  8
3,  3
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  4
3,  2
1,  72
2,  3
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
1,  72
2,  1
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  2
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  1
3,  2
1,  60
2,  24
1,  60
2,  24
3,  4
1,  60
2,  4
3,  2
1,  60
2,  24
3,  3
4,  2
1,  60
2,  24
3,  1
1,  60
2,  4
3,  2
1,  60
2,  24
3,  2
1,  60
2,  16
3,  3
1,  60
2,  4
3,  2
1,  60
2,  16
3,  3
1,  60
2,  24
3,  2
1,  60
2,  16
3,  3
1,  60
2,  24
3,  4
1,  60
2,  12
3,  3
1,  60
2,  24
3,  1
1,  60
2,  16
3,  3
1,  60
2,  16
3,  3
1,  60
2,  24
3,  2
1,  60
2,  16
3,  3
1,  60
2,  4
3,  4
1,  132
2,  8
3,  3
4,  2
1,  132
2,  8
3,  1
1,  132
2,  8
3,  3
1,  132
2,  9
3,  2
1,  132
2,  8
3,  3
4,  2
1,  132
2,  8
3,  3
1,  132
2,  4
3,  3
1,  132
2,  9
3,  2
1,  132
2,  8
3,  1
1,  132
2,  4
3,  2
1,  132
2,  3
3,  2
1,  132
2,  2
3,  4
1,  132
2,  8
3,  5
1,  132
2,  2
3,  4
1,  132
2,  8
3,  5
1,  132
2,  8
3,  5
1,  132
2,  2
3,  4
1,  132
2,  8
3,  2
1,  132
2,  8
3,  5
4,  2
1,  132
2,  3
3,  2
1,  132
2,  8
3,  1
1,  132
2,  4
3,  2
1,  132
2,  4
3,  2
1,  132
2,  8
3,  2
1,  132
2,  9
3,  4
1,  132
2,  2
3,  3
1,  132
2,  9
3,  4
1,  132
2,  4
3,  5
4,  2
1,  132
2,  5
3,  3
1,  132
2,  2
3,  3
1,  72
2,  2
3,  2
1,  72
2,  3
1,  72
2,  10
3,  2
1,  72
2,  2
1,  72
2,  10
1,  72
2,  10
1,  72
2,  2
3,  3
4,  2
1,  72
2,  10
3,  2
1,  72
2,  3
1,  72
2,  2
3,  2
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  2
3,  2
1,  132
2,  5
1,  132
2,  4
3,  4
1,  132
2,  4
3,  2
1,  132
2,  3
3,  2
1,  132
2,  2
3,  2
1,  132
2,  8
3,  2
1,  132
2,  2
3,  4
1,  60
2,  4
3,  2
1,  60
2,  4
1,  60
2,  4
1,  60
2,  4
1,  60
2,  12
3,  2
1,  60
2,  12
3,  2
1,  60
2,  4
3,  2
1,  60
2,  12
3,  2
1,  60
2,  12
1,  60
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  2
3,  2
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  9
3,  2
1,  132
2,  5
3,  3
1,  132
2,  3
1,  132
2,  9
3,  2
1,  132
2,  4
3,  2
1,  132
2,  3
1,  132
2,  8
3,  1
1,  132
2,  9
1,  132
2,  2
3,  4
1,  132
2,  9
3,  2
1,  132
2,  9
3,  3
1,  132
2,  2
3,  4
1,  132
2,  2
1,  132
2,  2
3,  4
1,  132
2,  9
1,  132
2,  9
1,  132
2,  4
3,  1
1,  132
2,  2
3,  2
4,  2
1,  132
2,  4
3,  1
1,  132
2,  2
1,  132
2,  9
3,  3
1,  132
2,  5
1,  132
2,  2
1,  132
2,  4
3,  1
1,  132
2,  2
3,  3
1,  132
2,  9
3,  3
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  3
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  2
1,  24
2,  1
1,  72
2,  1
3,  2
1,  72
2,  1
3,  3
1,  72
2,  1
1,  72
2,  2
3,  4
1,  72
2,  2
3,  1
1,  72
2,  10
3,  3
1,  72
2,  2
3,  1
1,  72
2,  1
1,  72
2,  1
3,  2
1,  72
2,  2
3,  4
1,  36
2,  2
3,  2
1,  36
2,  8
3,  3
1,  36
2,  8
3,  3
1,  36
2,  8
3,  2
1,  36
2,  8
3,  3
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  1
1,  36
2,  8
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  3
1,  36
2,  2
1,  36
2,  2
1,  36
2,  8
3,  3
4,  2
1,  36
2,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  2
1,  36
2,  4
1,  36
2,  4
3,  2
1,  36
2,  2
1,  36
2,  4
3,  2
1,  36
2,  4
1,  36
2,  2
1,  36
2,  2
1,  36
2,  2
1,  36
2,  4
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  3
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
4,  2
1,  36
2,  8
3,  4
4,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  8
3,  2
1,  36
2,  2
1,  36
2,  6
3,  3
1,  36
2,  2
1,  36
2,  6
1,  36
2,  6
3,  3
1,  36
2,  2
3,  1
1,  36
2,  2
3,  2
1,  36
2,  2
3,  2
1,  36
2,  2
3,  2
1,  36
2,  2
1,  132
2,  2
1,  132
2,  4
3,  2
1,  132
2,  4
3,  2
1,  132
2,  8
3,  2
1,  132
2,  5
1,  132
2,  8
3,  1
1,  132
2,  2
3,  2
1,  132
2,  8
3,  1
1,  132
2,  5
3,  2
1,  132
2,  2
3,  3
1,  132
2,  9
3,  2
1,  132
2,  4
1,  132
2,  1
1,  132
2,  3
3,  3
1,  132
2,  8
1,  132
2,  2
1,  132
2,  2
3,  3
1,  132
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  18
2,  10
3,  2
1,  18
2,  8
3,  3
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
3,  3
1,  18
2,  10
3,  2
1,  18
2,  8
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  10
1,  18
2,  8
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  4
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
1,  18
2,  4
3,  2
1,  18
2,  8
3,  2
1,  18
2,  10
3,  2
1,  18
2,  10
3,  2
1,  18
2,  10
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  4
3,  2
1,  18
1,  18
2,  8
1,  36
2,  4
3,  2
1,  36
2,  4
3,  2
1,  36
2,  2
3,  2
1,  36
2,  2
3,  2
1,  36
1,  36
2,  4
1,  36
2,  2
1,  36
2,  4
3,  2
1,  36
2,  4
1,  36
2,  2
1,  132
2,  3
3,  2
1,  132
2,  8
3,  1
1,  132
2,  5
1,  132
2,  2
3,  2
1,  132
2,  3
3,  2
1,  132
2,  9
3,  3
1,  132
2,  8
3,  1
1,  132
2,  5
3,  2
1,  132
2,  8
3,  2
1,  132
2,  4
1,  132
2,  2
3,  2
1,  132
2,  2
3,  2
1,  132
2,  8
3,  1
1,  132
2,  8
3,  2
1,  132
2,  2
3,  2
1,  132
2,  4
1,  132
2,  5
1,  132
2,  8
3,  2
1,  132
2,  8
3,  2
1,  132
2,  2
3,  2
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
3,  3
1,  18
2,  4
1,  18
2,  4
3,  2
1,  18
2,  4
1,  18
2,  4
1,  18
2,  8
3,  3
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  10
1,  18
2,  4
1,  18
2,  4
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  10
1,  18
2,  8
3,  2
1,  18
2,  10
1,  18
2,  8
3,  3
1,  18
2,  8
3,  2
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  10
1,  18
2,  10
1,  18
2,  8
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  4
1,  36
2,  4
1,  36
2,  2
1,  36
2,  2
1,  36
2,  2
3,  2
1,  36
2,  6
1,  36
2,  6
3,  3
1,  36
2,  2
3,  2
1,  36
2,  2
1,  36
2,  6
3,  3
1,  36
2,  2
1,  132
2,  3
1,  132
2,  3
3,  3
4,  2
1,  132
2,  4
3,  2
1,  132
2,  2
3,  2
1,  132
2,  8
3,  1
1,  132
2,  8
3,  1
1,  132
2,  4
3,  2
1,  132
2,  9
3,  4
1,  132
2,  3
3,  3
4,  2
1,  132
2,  9
3,  4
1,  132
2,  4
3,  1
1,  132
2,  9
3,  2
1,  132
2,  9
3,  3
1,  132
2,  4
3,  2
1,  132
2,  8
3,  2
1,  132
2,  2
3,  3
1,  132
2,  9
3,  4
1,  132
2,  9
3,  2
1,  132
2,  9
3,  3
1,  132
2,  4
3,  1
1,  18
2,  4
1,  18
2,  4
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  10
3,  2
1,  18
2,  4
1,  18
2,  4
1,  18
2,  10
3,  2
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  8
1,  18
2,  4
3,  2
1,  18
2,  4
1,  18
2,  8
1,  18
2,  8
1,  18
2,  8
3,  2
1,  18
2,  10
1,  18
2,  8
3,  3
1,  18
2,  4
1,  18
2,  4
1,  18
2,  10
3,  2
1,  18
2,  4
1,  18
2,  4
3,  2
1,  18
2,  8
1,  18
2,  10
3,  2
1,  18
2,  10
3,  2
1,  18
2,  4
3,  2
1,  18
2,  8
3,  3
1,  18
2,  4
1,  72
2,  2
3,  4
1,  72
2,  1
3,  2
1,  72
2,  1
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
3,  2
1,  72
2,  1
1,  72
2,  2
3,  2
1,  72
2,  1
3,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  3
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  3
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
3,  2
1,  60
2,  8
1,  60
2,  4
1,  60
2,  8
1,  60
2,  8
3,  2
1,  60
2,  8
1,  60
2,  10
3,  1
1,  60
2,  8
1,  60
2,  4
1,  60
2,  24
3,  3
1,  60
2,  4
3,  3
1,  60
2,  4
3,  2
1,  60
1,  60
2,  4
3,  2
1,  60
2,  4
3,  2
1,  60
2,  4
3,  2
1,  60
2,  4
3,  2
1,  60
2,  4
3,  2
1,  60
2,  4
3,  2
1,  60
1,  60
2,  4
3,  2
1,  60
2,  10
3,  1
1,  60
2,  4
3,  3
1,  60
2,  8
3,  2
1,  60
2,  8
1,  60
2,  8
1,  60
2,  24
3,  3
1,  60
2,  4
3,  3
1,  60
2,  4
1,  60
2,  10
3,  1
1,  60
2,  8
1,  74
2,  4
1,  74
2,  2
1,  74
2,  2
1,  74
2,  4
1,  74
2,  4
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  4
3,  2
1,  60
2,  10
3,  2
1,  60
2,  4
1,  60
2,  4
3,  4
1,  60
2,  4
3,  3
1,  60
2,  10
3,  2
1,  60
2,  4
3,  3
1,  60
2,  10
3,  2
1,  60
2,  4
3,  3
1,  60
2,  4
1,  60
2,  10
3,  1
1,  24
2,  2
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
3,  3
1,  24
2,  4
1,  60
2,  6
3,  5
4,  2
1,  60
2,  10
1,  60
2,  12
3,  2
1,  60
2,  4
3,  2
1,  60
2,  4
3,  2
1,  60
2,  4
3,  2
1,  60
2,  10
1,  60
2,  10
1,  60
2,  4
3,  2
1,  60
2,  10
3,  2
1,  60
2,  10
3,  2
1,  60
2,  4
3,  3
1,  60
2,  4
3,  3
1,  60
2,  10
3,  2
1,  60
2,  4
3,  3
1,  60
2,  10
3,  2
1,  60
2,  4
3,  3
1,  60
2,  4
3,  3
1,  60
2,  4
3,  3
1,  60
2,  4
3,  3
1,  60
2,  10
3,  2
1,  60
2,  4
3,  2
1,  60
2,  4
3,  4
1,  60
2,  10
1,  60
2,  10
3,  2
1,  60
2,  12
3,  3
1,  60
2,  10
1,  60
2,  10
1,  60
2,  4
3,  4
1,  60
2,  10
1,  12
2,  4
1,  12
2,  3
3,  2
1,  12
2,  4
1,  12
2,  3
3,  2
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  2
1,  12
2,  4
1,  74
2,  2
1,  74
2,  4
3,  1
1,  74
2,  4
3,  1
1,  74
2,  4
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  1
1,  74
2,  4
3,  3
4,  2
1,  74
2,  4
1,  74
2,  4
3,  2
1,  72
2,  10
3,  3
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  10
3,  3
1,  72
2,  2
3,  3
1,  72
2,  10
3,  2
1,  72
2,  1
1,  72
2,  2
3,  4
1,  72
2,  2
3,  3
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  1
3,  2
1,  72
2,  1
1,  72
2,  3
1,  72
2,  2
3,  4
4,  2
1,  72
2,  1
1,  72
2,  2
3,  4
4,  2
1,  72
2,  1
1,  72
2,  2
3,  3
1,  72
2,  2
3,  3
1,  72
2,  2
3,  4
4,  2
1,  72
2,  2
3,  3
1,  72
2,  10
3,  2
1,  72
2,  1
1,  72
2,  2
3,  4
1,  72
2,  1
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
3,  3
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  2
1,  72
1,  72
2,  1
3,  2
